name,location,Date,Rating,Review,Image_Links
Gail,"Anthem, AZ","Reviewed Aug. 23, 2017",5,"Although I'm not a fancy coffee drinker, I love their breakfast offerings and their bistro boxes. Very fresh and healthy and a good value. I love looking around at other items, too, like coffee mugs, candy, and other sundries.",['No Images']
Suzanne,"Rayne, LA","Reviewed Aug. 22, 2017",3,Coffee is very expensive --- I will stay home & make my own w/ Some of the best in this state: Mello Joy Coffee. The ones I do like/Love are so full of calories I cannot see the advantage to have 1 cup as opposed to a meal somewhere.,['No Images']
T,"Mesquite, NV","Reviewed Aug. 22, 2017",4,Way too slow. Customers ordered quick stuff shouldn't wait in line behind those people ordering coffee/food that takes a long time to order and make! Starbucks has been extremely remiss in not resolving this problem for a long time!,['No Images']
Terrell,"Chicago, IL","Reviewed Aug. 21, 2017",1,"Starbucks# 2949 Manager refused to give her last Name. Sounded like she said her name was Edie. This store has flies flying around in the pasture bin. After, I alerted the Manager of this problem, she acted like this was no big deal. If this ok, I can't imagine what the kitchen area behind closed doors looks like. I will never order anything to eat from Starbucks again.",['No Images']
Laura,"Sydney, NS","Reviewed Aug. 21, 2017",5,I wish their menu had more selections. Also some of the staff need to listen to their customers! I truly enjoy the chi tea and a few of the other things on the menu.,['No Images']
Ellie,"Fargo, ND","Reviewed Aug. 21, 2017",5,"Neighborhoods usually improve with a Starbucks around. They offer great meeting and collaboration space. Usually a cozy ambiance. But they could use more nondairy, alternative sweetener options.",['No Images']
Roberta,"Pasadena, CA","Reviewed Aug. 20, 2017",3,The chain has grown too fast. The service is horrible and the drinks are sugar filled. The coffee is bitter and inconsistent. I get staff members who try and friend me on Facebook. Strange at best. Overpriced and not even good.,['No Images']
Eric,"Houston, TX","Reviewed Aug. 20, 2017",4,"A little expensive, sometimes slow service and/or long waits, and sometimes dirty, but people still go there. I tend to go when I have time to sit down and visit with people or do some reading. But careful with the blended frozen drinks, unless you're not worried about calories. Also their espresso and iced coffee tends to be a bit on the bitter side.",['No Images']
Gaile,"Aurora, Colorado","Reviewed Aug. 19, 2017",5,The service at most of the locations we have visited has been very good. Our local location knows our name and what we usually order. The staff is well trained in customized orders.,['No Images']
Barbara,"Macon, GA","Reviewed Aug. 19, 2017",5,Starbucks not only has a wide variety of great coffee but it has the most tasty and healthful food choices. I also like the products it sells and go there for small hostess type gifts.,['No Images']
Sean,"Kansas City, MO","Reviewed Aug. 18, 2017",4,"I went there was a friend, we went in there and got two drinks both of them iced or Blended. Basically we got to Frappuccinos. They were very considerate. Very patient while we ordered. And had a great attitude. However they did mix up the drinks. I was lactose intolerant and they put regular milk in besides soy. Fortunately though they caught it and fixed it. And the service was very fast.",['No Images']
Margaret,"Jacksonville, FL","Reviewed Aug. 18, 2017",4,"Their service on the drive thru is usually very slow and what they give you on the sandwiches isn't worth the amount of money they charge, you'd be better served going to McDonald's.",['No Images']
Gwendora,"Hawthorne, CA","Reviewed Aug. 17, 2017",5,You never had this tell Starbucks twice what kind of coffee you want. I like the caramel coffee and scrape and it's always that way and always has been that way.,['No Images']
Lynne,"Cranston, RI","Reviewed Aug. 17, 2017",4,The coffee is so strong I can't drink it. Other drinks like apple cider are fantastic and the dessert options are fabulous. It must seems to be extremely strong coffee that leaves bitter taste in your mouth.,['No Images']
Sz,"Piitsburgh, PA","Reviewed Aug. 16, 2017",4,"Coffee is always fresh, and all the staff courteous regardless of crowding; menu could be expanded but it is not really intended to be a full service restaurant.",['No Images']
James,"Montgomery, Michigan","Reviewed Aug. 16, 2017",4,"Good amenities but overpriced. Promotions are costly. 125 dollars+- to obtain free beverage. Bonus stars can only be used on food items prepared and served...not on products sold to be consumed or used...ie coffee beans, cups etc.",['No Images']
Leslie,"Carmel, IN","Reviewed Aug. 15, 2017",5,"Starbucks has consistent product, pleasant and professional employees and they work hard to keep the pace of the customer needs. The locations are convenient and you always know what you are going to get, along with their guarantee offering to replace an unsatisfactory order.",['No Images']
Danyele,"Sacramento, CA","Reviewed Aug. 15, 2017",5,I like the way the set up is in the store and also the ambiance. The staff are nice and courteous. I like the different drinks and food items that are healthy choices.,['No Images']
Cynthia,"San Pedro, CA","Reviewed Aug. 14, 2017",3,"Ice coffee very bitter and day old. Food displayed looks old and process ready for their microwave oven. Staff are friendly & busy, hence tables and chairs not maintained throughout the day.",['No Images']
Kurt,"Laguna Beach, CA","Reviewed Aug. 14, 2017",1,Better coffee made at home. Unknown why people pay high prices for high fat drinks with poor service. Does anyone have imagination to see a bad deal when presented with it?,['No Images']
Sue,"Westbury, NY","Reviewed Aug. 13, 2017",1,"I'm tired of spending $5 on coffee and not being able to drink it! I ask for an extra shot in my latte very rare do I get it, I pay for it, they forget to put it in. I don't want it milky, I get skim milk and three shots. One would think you could taste the coffee! I got to the point of not buying it daily once in a while and I taste and have them remake it if it isn't strong. They tell me it's the machine, they are not all the same!!!",['No Images']
Angeli,"Santa Monica, CA","Reviewed Aug. 13, 2017",3,Starbucks at an airport is not of the same quality in coffee or food selection when compared to non-airport branches. Do not go to an international based Starbucks with the same expectations as the USA.,['No Images']
Nancy,"Fullerton, CA","Reviewed Aug. 13, 2017",4,The mobile order is very convenient and customer service is consistently good at most locations (although I have a specific store I am loyal to when not traveling). Their prices are ridiculous for their specialty drinks but I generally prefer my coffee unadulterated. Also I do wish their non-dairy milk choices and whip cream did not contain carrageenan.,['No Images']
Mai,"Milwaukee, WI","Reviewed Aug. 12, 2017",5,Great service. Never have problems with this chain unlike McDonald's or Burger King. However it is expensive. I cannot go there daily and too much calories.,['No Images']
Martha,"Desert Hot Springs, CA","Reviewed Aug. 12, 2017",4,"Starbucks in Cathedral City Ca needs more baristas. Service is very slow. I also wish they had more salads and greens instead of pastries, sugar, and even more carbs. The ambiance is generally good, which is why I return. There is a Starbuck's in Desert Hot Springs where I live, but it is too small, doesn't have enough tables, and store layout isn't good. Same general problems with menu, but coffee is always good at both places.",['No Images']
Rebecca,"New York, NY","Reviewed Aug. 11, 2017",3,Good coffee choices although the coffee is better and cheaper at McDonald's or Dunkin. Good bagels. Food choices are not great but they'll do. Biggest plus: the staff are intelligent. Biggest minus: people (often young and healthy) hog seats without consuming food. And there are too few senior friendly seats (chairs with backs that are a normal height so that your feet can touch the floor).,['No Images']
Brad,"Elk Grove, CA","Reviewed Aug. 11, 2017",3,Starbucks employees that gotten out of hand. They try and act too cool and they think that they're above a lot of people don't like the attitude there. Too pompous and if you're undecided on what to get they don't want to really help you. Understand that they're a busy place but attitude to make a big difference.,['No Images']
Soose,"Northport, NY","Reviewed Aug. 10, 2017",5,Even with a limited selection I usually find something worth having. It's enough to fill the void with something nutritious and tasty. And then I like the tea.,['No Images']
S,"Beaver Falls, PA","Reviewed Aug. 10, 2017",5,"I'm a Starbucks junkie! Absolutely great customer service at each location I've visited. Expensive, but you get what you pay for. Kudos to Mr. Schultz for his continual brilliance.",['No Images']
William,"Rancho Cordova, CA","Reviewed Aug. 8, 2017",1,"All of the Starbucks stores are filled with houseflies, which spread many diseases. There are many ways to get rid of flies, such as flypaper, but Starbucks is not interested. I complained to them a long time ago about excessive flies in their stores, but nothing was done.",['No Images']
Elias,"Oakland, CA","Reviewed Aug. 8, 2017",1,"Lady who works there would NOT let me use the restroom for customers today August 7, 2017. I gave her $20.00 to hold as a guarantee that was ordering a grande Soy Latte. She refused. Everyday for years I go to Starbucks at least once a day and spend at least $5.00 but this lady who was working refused to let me use the restroom. Terrible feeling. Somebody needs to talk to her and give her appropriate training.",['No Images']
Kathryn,"Long Beach, CA","Reviewed Aug. 3, 2017",1,"Was charged for a regular coffee instead of a free refill. I'm a gold card member and therefore receive them free. I didn't notice till I checked my acct because this store had just allowed another customer to terrorize all of the other Customers at this location and didn't do anything until he made a sexual comment to an employee. Typical, Starbucks doesn't care about their customers only the money. The customers had to call the police and ask for assistance because Starbucks didn't want to be bothered. They didn't want to draw attention to themselves with having the police showing up at their store. They would rather have another customer assault the other Customers than provide a safe environment.",['No Images']
PJ,"Lima, OH","Reviewed July 29, 2017",1,"Had the displeasure of getting coffee at Starbucks in St Rita's (Lima) this morning & wish I'd just gone to McDonalds or anywhere else! 2 young ladies working & hard to tell who wins award for poor customer service. No greeting, no thank yous so I made sure to give both & still neither of them responded. I don't have order # but after reading other reviews wonder would it really matter.",['No Images']
Rachel,"Toronto, ON","Reviewed July 25, 2017",1,"This has been going on for years and customer service has never resolved the issue. Every time I receive an email for a challenge or promotion, I click on ""Activate the offer"" or ""Join the Dash."" I always read the fine print, purchase the items required within the dates provided and then I wait for the promotion period to end. A week after that, I have to contact Starbucks to manually add my reward stars. How infuriating is that? Every single time! The same thing happens with my husband's card. He has to do the same thing, call or fill out the feedback form. Starbucks - get it together already, and give customers the rewards they signed up for!",['No Images']
Alexis,"Philadelphia, PA","Reviewed July 10, 2017",1,I've been going to Starbucks for years now but recently started to try the breakfast sandwiches. The ones in the display you can clearly see the bacon isn't fully cooked. This is the same mess they not only gave me here in Philly but sides of attitude with it. Location here on a popular street there's one barista that for some reason has it out for me. I've never given attitude or made crazy demands yet he is always condescending when talking to me and purposely messes up my food. One barista will twice cook my bacon like I ask so it's cooked. The miserable one however cooked the sandwich twice giving me burnt bread and raw bacon. I don't know if he thought I wouldn't notice or come back considering my job is right across the street. ,['No Images']
Neal,"Canoga Park, CA","Reviewed July 6, 2017",1,"I was at store #16710 and was waiting, waiting and waiting for my wife's drink and finally I opened my mouth. I called to speak to the manager and she gives the excuse everyone is helping each other. Garbage. They have 3 people on the drive through and one person helping people that walk in. She is a very poor manager, does not know the first thing about customer service or selling. She is poor.",['No Images']
Jason,"Los Angeles, CA","Reviewed June 27, 2017",1,"Starbucks retail locations in Hollywood, California regularly violate customer rights, illegally, unethically and they could care less. Hollywood area district manager Holm ** has instructed employees at all stores on Hollywood Blvd, Hollywood/Franklin, Hollywood/Vine, Hollywood/Western and others in the area, to deny paying customers' access to public restrooms, to refuse the cashing out of gift cards, and to overcharge customers by applying add-shot and alternative milk fees (like Soy or Coconut) when the fees are non applicable. Furthermore, when you contact the Starbucks customer service department via the 800# - easily the worst customer service team in the nation - they are trained to repeat: ""I'm sorry but a district manager will have to follow up with you."" The employees are rude, ignorant, and lack professionalism of any kind. If you request to speak with someone higher up, they'll laugh. ",['No Images']
Raymond,"Thornton, CO","Reviewed June 23, 2017",1,I recently have had problems with the customer service line you call when you have a Starbucks problem. Very rude and didn't even care about the issue. Since the call I have gone to 3 Starbucks. Service was horrid and all 3 drinks were wrong.,['No Images']
Lee,"Dobbs Ferry, NY","Reviewed June 21, 2017",1,"Go to this SB forever and recently there are new employees who are terrible. Just waited in line for 20 min only for them to say they ran out of iced coffee. It is 90 degrees outside, don't you think you should plan and make extra iced coffee? Horrible service and when they do make coffee they add too much water to Americanos and too much syrup and so many other reasons why I am not going to SB in Dobbs Ferry NY on the Saw Mill South again.",['No Images']
Doug,"Plantation, FL","Reviewed June 12, 2017",1,"I was going to Starbucks for 9 years approx. The 1st 1 in Sawgrass Mills Mall Sunrise, FL. Nothing beats the drinks I will say that. But I would buy every Saturday cookies and they were nice size, and delicious. But then around 4 years ago they got smaller and smaller and stop buying them. I went to a new Starbucks in Plantation Florida on Sunrise Boulevard. They just opened up last week I looked at all their food. Their muffins are so small and their cookies are so tiny. You guys should be embarrassed and that's with a capital EMBARRASSED. One of the employees heard me say, ""You guys should be embarrassed,"" and he nodded with his head up-and-down not saying a word. He agreed with me. I will never go to your store again. If I could RATE YOUR STORE EXPERIENCE A MINUS ONE -1 store I would.",['No Images']
Ranee,"Seattle, WA","Reviewed June 11, 2017",3,"I enjoy their services and customer service. Not a huge fan of their coffee as it is a bit bitter. Their plastic tumblers only give you about 6 months of use before you start tasting plastic heavily in your drink. Even with following the proper care instructions. I have thus stopped purchasing plastic tumblers. I have noticed that fellow customers are somewhat snobbish and seem to have a me, me, me attitude and want to be first and out the door. It's not at all uncommon to have people cut in front of me because I was half an inch out of line. Or at least that's what I noticed in several of the King County, WA locations. At the company I work for, the employees leave free expired treats from their kiosk in our break room. Yummy, but at the same time with a word of warning: I have on one occasion received mild food poisoning from this. Appreciate the services though. Just wish they didn't monopolize the area so much.",['No Images']
J.,"Seattle, WA","Reviewed June 8, 2017",1,"I often go to this location to buy coffee or tea, because it is convenient. The service has been hit and miss. I order Venti Black Tea Lemonade without the sweetener many times during warm weather. Today, I saw a barista making this drink purposely with tea and water and ice, with no lemonade and no shaken. (There was a label with my name and correct drink description on the cup). What I got was a cup of waterdown tea with no lemonade. When I mentioned to a staff, I saw how this was made. The staff just gave me the lemonade and ""here"" to just pour some into the cup. I was a bit appalled to see how bad the service had gotten. It is a big sign to not to go back to this store again.",['No Images']
Manya,"Seattle, WA","Reviewed May 3, 2017",1,"The Starbucks in Seattle [83 and Aurora] 95% of the time, will not put a sleeve on my Venti tall EXTRA HOT Latte. I politely tell them that cup is extremely hot to hold, thus adding a paper sleeve absorbs the heat. Their reply is usually to point to the sleeves and then states ""You can put it on yourself"" or points to the sleeves and say ""There they are"". Inexcusable conduct to a potential serious situation that can happen. The employees need to be retrained and know safety protocol to extra hot beverages.",['No Images']
Kayu,"Pasadena, CA","Reviewed May 1, 2017",1,"Recently, I noticed that the card balance went down faster than usual. Also heard from 2 friends over the past 3 months that money would be taken from their cards mysteriously. So, out of curiosity, I checked the purchase history. I discovered the unauthorized deduction (total of $12.05) occurred in 2 different Starbucks stores. I asked the cashiers to redeem the rewards on food but evidently they deducted the value of the food from my card ""and"" redeemed my rewards. In a sense, I doubled paying them (real $$ and the rewards that I am entitled to use on food). I sent an email to its Customer Service and got an apology email of experience and an reimbursement of $12 only. I am very disappointed with the corporation. ",['No Images']
Terri,"Glendale, AZ","Reviewed April 28, 2017",1,"I called on 2/3/17 due to accidentally deleting one of the cards with a just reloaded balance on my phone app while still trying to figure out how to use the app. I was in the store and had receipts for just reloading the card that was accidentally deleted ($25). The employee was unable to help, even though they knew exactly what had happened, but said to call the store with my receipt. After calling about this to the 1-800 number, the customer service agent did research and I was on hold at least 30 minutes. They were able to see the money and the card that was reloaded and said they would sent out a card with the money I had just reloaded. ",['No Images']
Lynette,"Lawnside, NJ","Reviewed April 21, 2017",1,I am a highly unsatisfied that I went to try the unicorn by Thursday 4/20 and every Starbucks I went to was sold out. This is saddening because I am a huge fan of Starbucks and to be overly excited about something that I was not able to try is unreasonable and not customer friendly.,['No Images']
Shanatta,"Rock Hill, SC","Reviewed March 5, 2017",1,"This is located near where I stay. Decided to visit and go inside to purchase a drink. Normally just use drive through. The employees there are very rude & nasty. The store reeked of cigarette smoke which was all in my clothes when I left the establishment. As I stood there to place my order a worker behind the counter splashed water on myself and the cashier and all she could say was, ""Sorry I had a long day."" There is a reason I never dined in at this location! I was so upset and took everything for me not to snatch her ** over that counter. Listen Starbucks. Your drinks are not that great and overpriced so you would think you would work on your customer service better and at least keep your store clean. The counters at this location were sticky nasty & had trash on the counter. Man Starbucks has really gone down. I guess you start making money and everything else goes to hell!!",['No Images']
Thomas,"Lemont, IL","Reviewed March 1, 2017",3,"I'm satisfied with Starbucks but I've noticed you have to go to Decent locations, to get good espresso beans and grinds, for your espresso drinks. Not making this up. And it varies, on how the store is run, the populace that visits, and *who* is serving your drink! This is one of Starbucks 'affiliates' (spelling? definition?) that sort of, remains as a quest when you want a good fresh espresso. If I go to a affluent area, that is not high traffic, just about every time, with the same baristas. If I go to an area, high traffic, it varies from store to store and barista to barista. So to each his and her own, at a traffic non traffic, wealth non wealth location!",['No Images']
CHRISTIE,"Panorama, CA","Reviewed Feb. 23, 2017",1,"I along with my child went into Starbucks at 14329 Bear Valley Road in Victorville, CA. And bought a bag of chips and I asked if I could get two sample cups of their green tea and was just flat out refused. He the employee had said that we're not giving out samples at this time. BS! If I didn't know better, it seemed like he was happy NOT TO GIVE IT TO US. I had also made 2 trips to two other Starbucks stores earlier and had spent almost $20.00 dollars in total that day at 3 different stores. We like Starbucks EVEN THOUGH THEIR STUFF IS WAY OVERPRICED! A company that makes SOOO much money on a daily basis and BEING CHEAP ABOUT 2 sample cups of tea. I think I'll be staying away from Starbucks a lot more from now on!!! What a SHAME, worrying about 2 sample cups of tea and not about the money or potential tips that you could have earned. Oh well!!!",['No Images']
Laurie,"Oakland, CA","Reviewed Jan. 27, 2017",1,Alexis in the Starbucks is so rude every time I go in. She gives you the impression you are putting her out requesting a coffee beverage. The Starbucks street in the same Plaza has great friendly employees who are helpful and knowledgeable. Management at the Safeway inside Starbucks should get rid of her. Awful experience. Never going back!,['No Images']
Valeriy,"Bellevue, WA","Reviewed Jan. 19, 2017",1,"Ordered an iced latte and got a hot latte poured over ice. The ice melted and I left with a lukewarm latte. Besides this, the drink looked like it was missing a shot, even I've ordered an extra shot, so it should have been browner than usual. So I've got 2 less shots than I've paid for. Another barista re-made it for me after I complained, it was cold and brown like I like it, but come on! I mean, did the original barista really think that pouring hot latte over ice is an acceptable recipe for an iced latte?",['No Images']
Wendy,"Tacoma, WA","Reviewed Jan. 18, 2017",1,"I spent 29.95+tax on a simple thermal cup - Valentine's day theme. The ""Starbucks"" on the side has already come off, you can't put it in the dishwasher, can't handle carbonated drink (not that I drink soda but I may want one some day). So not worth $30. And I stopped buying their weak coffee a long time ago and I'm from the Northwest.",['No Images']
Anne,"Havertown, PA","Reviewed Jan. 2, 2017",1,Just tried to use a coupon that I got at the Starbucks in Havertown PA (West Chester Pike). 50% off a lunch item after 11 am (it's 2pm). They said that they don't honor the coupon. Yep they gave them out. But they don't accept them. What kind of way is this to treat customers?,['No Images']
Kanaha,"Las Cruces, NM","Reviewed Dec. 30, 2016",1,"I went this evening with my little kids, husband. When taking our order itself halfway, ** went to brew some coffee even without telling us. She came back and said ""sorry"". While taking our orders I found she being upset or rude, unable to judge at that time. I took it easy. Then order placed, we were asked to wait for few minutes. We Sat in a table and waited, watching ** doing some coffee making process. We got the tea ordered, waited again, but never got the cookies and scones. Again we waited. Customers who came after us were served, So I went to the counter and told about the wait.",['No Images']
Marcus,"Batavia, IL","Reviewed Dec. 23, 2016",1,"On 12/3, I ordered a traveler, a demi mug and some Verismo pods. I paid with my Starbucks card and the money was removed. On 12/9, I called to check on the status of the order. I was assured it would ship, and that it would update on 12/10. On 12/10, my order was cancelled. I called customer service and was told there was a glitch, and that the money would be refunded by 12/12. A few days and a couple of calls later, the money was refunded. The customer service rep apologized and offered to provide free expedited shipping on my replacement order.",['No Images']
CAROL,"Davie, FL","Reviewed Dec. 23, 2016",3,"Every time I go to the Starbucks near my home they are coming up with a different price every day. Do your employees make up the price. Sure do believe so. A drive through should have good customer service and it's the lousiest slow, and they don't know what they are doing. Where are they getting their prices. From their head... Very very Unprofessional. I will never return to that Starbucks ever again. That's a sad store... And never give you a receipt either. I wonder why...",['No Images']
Ralph,"Apache Junction, AZ","Reviewed Dec. 20, 2016",2,"Have been extremely loyal to Starbucks dating back to the 1990s. I would seek them out in my business travels as well as near my homes in California and near Phoenix, AZ. My work in Phoenix moves me about the valley quite a bit so I have become familiar with Starbucks locations just about everywhere in metro Phoenix. While service remains friendly, quality and product consistency have eroded rapidly over the past several years at many locations. A few remain inviting enough where you actually would enjoy sitting and visiting with friends or immersing yourself in a book, or looking up something on your gadget of choice.",['No Images']
Michael,"Marietta, GA","Reviewed Dec. 15, 2016",1,"Starbucks sucks! Last night I stop with my wife to get drinks at Starbucks on Whitlock Ave, Marietta, GA. I also order pizza to go for my son (he was not with us) from across the street. My wife went to the BR and I went to get the pizza (I walk across the street and came back). Then we went to the car and found a boot on it!!! I call the number from the sticker and told me the attendant will be there shortly (took 45 minutes for him to come!!). Complain to the Starbucks manager and he said that is Starbucks policy that you can't leave the parking lot and we have plenty of sign for that!!! You expect me to read the signs every time I stop for a cup of coffee in the dark!!",['No Images']
Jose,"Fremont, CA","Reviewed Dec. 7, 2016",1,I'm very dissatisfied with the flavor level of the coffee Starbucks store are brewing especially in Fremont stores. They are watering down their coffee too much and the way they are upkeeping their store one sloppy mess.,['No Images']
Angie,"Jacksonville, FL","Reviewed Nov. 18, 2016",1,"I went to the Starbucks in San Antonio on Bitters Road, and I sat and sat for my drink. There was no one else in line and they made drink after drink for the drive thru and while I waited and waited - I noticed they clean the nozzle used to steam the milk with a dirty rag and never changed it drink after drink - I will never go back there where people inside are ignored.",['No Images']
Judith,"Flossmoor, IL","Reviewed Nov. 16, 2016",1,"I went to Starbucks online site and my password wasn't recognized. I followed their directions and changed my password. The site recognized the change until I used it. Had to change the password 4 times. Finally, I phoned the company. Their response, ""Your account has been closed for 24 hrs."" I bought a $40 tumbler last week, collect only Starbucks cups, buy coffee to brew at home and stop in 3 or 4 days a week to buy coffee. Thank you Starbucks! You're a real winner.",['No Images']
Melanie,"Syracuse, NY","Reviewed Nov. 16, 2016",1,"My husband and I weren't on happy terms today, and he wanted to bless me by getting me my favorite, Starbucks. And I always get almond milk due to my dairy allergy, and the lady (he didn't get her name) said ""Okay, great. Almond milk. No problem."" She didn't. And I'm paying the very painful consequences. If you want to keep clientele, TRAIN BETTER.",['No Images']
Grace,"Subang, Other","Reviewed Oct. 24, 2016",1,"I am a coffee lover. I usually go to McDonald's to have a cup of latte. But today for a change, I went to Starbucks and ordered a hot cappuccino... I Sat there in Starbucks and used the free wifi. After 20 minutes something... I take my cappuccino with me as I decide to go back to my home. When I am about to reach my home... the cappuccino leaks from the lid. My dress soaked with cappuccino. It's a bad experience for me since I always buy coffee from McDonald's and it never happened to me before. Even though the coffee from Starbucks are really expensive... they are using very cheap cups. I will never go to Starbucks again.",['No Images']
Susan,"Irvine, CA","Reviewed Oct. 14, 2016",1,"For a week now I've been unable to order because the shopping cart is literally broken, and according to each person I've dealt with, it has something to do with PayPal. I cannot delete items from the shopping cart. The shopping cart broke when I selected PayPal; ""null, null, null"" is now printed in my payment method. No one at Starbucks has been able to fix the problem; I've tried email, chat, and phone support. No one has a solution; the script message about cookies and cache is bogus. The first question each person asked was if the purchase was attempted through PayPal. I've logged into my account from multiple devices, changed passwords (I'll say too easily), and somehow none of the items can be removed from the shopping cart, and no purchase method can be selected anymore. ",['No Images']
Luanne,"Fife, WA","Reviewed Sept. 30, 2016",2,"I purchased a Caramel frap early one morning. The drink tasted like it had no Caramel in it, tasted like blended ice. I was on my way to work and had no time to take it back and have them remake it. This seems to happen a lot at this particular store, my co-workers have said the same thing. I will not go back and purchase anything from them again. Waste of my hard earned money.",['No Images']
K.,"Mount Laurel, NJ","Reviewed Sept. 19, 2016",1,"On July 17, 2016 I visited the Starbucks on Fellowship Road and Route 73 in Mt Laurel, NJ. I had my 4 month old, dog, and mother in the car with me. I visited this Starbucks because they have a drive through which makes it much easier with a baby and dog in the car. I ordered a hot grande nonfat cinnamon dulce latte with no whip. This is the same drink I have been ordering for years. I waited in line for about 8 minutes before I even got to the window to get my drink. Granted, they did seem very busy.",['No Images']
Jill,"Beverly Hills, CA","Reviewed Sept. 13, 2016",1,ABOUT a week ago my mother and I like every morning go to Starbucks in El Segundo/MANHATTAN Beach (California) and my mother asked the cashier what was wrong with her face because under her makeup were these welts that were getting bigger and going down her face to her neck and was it contagious. So the cashier got mad and said everybody was asking her this and she didn't like it.,['No Images']
Jeffory,"Spring, TX","Reviewed Sept. 12, 2016",5,"Every Sunday morning I go into the Starbucks near our church and continue to be delighted with their service and coffee. Jameslyn has been my barista it seems like since Day One. She has been tremendous, always knowing exactly how I like my coffee and asking how my week was. She and the others there have been super-friendly. It's like going to a friend's house every weekend.",['No Images']
Fatima,"Lake Grove, NY","Reviewed Sept. 11, 2016",1,"I went after hours to have a meal and a glass of wine paying TOP DOLLAR. Well my food was cold so I asked to warm up. At the time the food was served I asked for another half of glass of wine. I suffer from severe back problems and I didn't want it to used my can, so I was walking funny. When I was leaving as soon I got in my car I was approached by cops in both sides. The officer asked me for my car key and I Gave to him. I asked if he can call my home, to my husband to came to get me. ",['No Images']
Justin,"Grand Junction, CO","Reviewed Aug. 31, 2016",1,"They have a employee at the Starbucks in Clifton Colorado, who continually gets Younger woman with low self esteem all messed up on pills and takes advantage of them. He continues to laugh and do the things that he does. I refuse to see this man's face or to let up on Starbucks or the DR and Dr Office here in Colorado until they do something about this man's sick pedophile ways. They brought up a review at one point and since he is buddy, buddy with the manager it was swept under the rug. He will end up killing my son's Mom and other woman and I will not stop until SOMEBODY HEARS ME AND HELPS.",['No Images']
Novella,"Casper, WY","Reviewed Aug. 22, 2016",1,"I have been a loyal Starbucks since 2008, the year that our smaller town finally got a Starbucks location. Since that time, they have expanded to three stores and one smaller store within our local Safeway/Ridley’s. I am a gold card holder, a very loyal Starbucks customer and have recently found myself defending Starbucks to a few people who had read misinformation and rumors about Starbucks to defend my continuing support of Starbucks.",['No Images']
Margo,"Charlottesville, WI","Reviewed Aug. 20, 2016",3,"I enjoy Starbucks coffee, food, and other beverages. But the last three times I bought a hot coffee to go, it leaked all over me. Imagine the frustration when you're on your way to an important business meeting and you're dealing with coffee spills on your suit. I don't understand how in the 20th century we still can't get this right. Dealing with this frustration is enough to make me reconsider the occasional stop for a cup of joe from Starbucks while traveling.",['No Images']
Chris,"Falls Church, VA","Reviewed July 20, 2016",2,"I was the only person in line. I ordered a hot item, which was put in the oven. Then a woman shows up after me. The associate took my hot item out of the oven, laid it on the counter and then proceeded to go into the back room, get out a sandwich, put that in the oven, all the while letting my food go cold. Then he packaged both items and gave the customer-come-lately HER still hot food while leaving mine on the counter. I am guessing the other customer paid with the mobile app and was given precedence over a person ACTUALLY in the store and having already placed her order. This is exactly what I feared would happen: people who can afford a smartphone jump every line and get serviced first.",['No Images']
Melissa,"Bonney Lake, WA","Reviewed July 19, 2016",2,"I am very disappointed in Starbucks online service. On July 6th, I ordered and paid for a tumbler. Received a tracking # from them, but 6 days later the tracking # still showed no info. on its movement. Meaning... it never got sent out. I called and they said they were sorry & that it was expected to be sent ""that day"" instead (the 14th). More days go by. Still no movement on the tracking #. I called them again and they apologized again and said this time they would send it overnight. The days went by. And AGAIN. Nothing arrived. I called them for the 3rd time.",['No Images']
Melody,"Peoria, IL","Reviewed July 15, 2016",2,"I typically order only one thing - iced caramel macchiato. This is one of the simplest drinks they can make. Ice, vanilla syrup, milk, espresso, caramel drizzle on top. Simple, right? Well, apparently not. I have ordered this drink and been kicked with a bitterness because they DON'T ADD THE SYRUP! I would put this down to someone poorly trained at one location, but it has happened at three in my area. ",['No Images']
Katie,"San Jose, CA","Reviewed July 7, 2016",1,"My child's teacher LOVES Starbucks coffee. So at the end of this school year (2015-2016), on June 2 to be exact, I bought a Starbucks' gift card for my child's teacher. I had asked the cashier to put 100.00 on the gift card. The cashier charged me 200.00 instead. Sadly, I didn't realize it until the following day when I checked my bank account and noticed the amount, at which point, I checked the receipt and surely, it was for 200.00. I then called the store to inform them of the incorrect charge. They were very helpful...but unfortunately, I was doomed because now I had to experience the lovely method of which Starbucks provides customer service via their 800 helpline.",['No Images']
J.,"Wheat Ridge, CO","Reviewed June 24, 2016",1,"I tried to reload my card via app on June 22, and it failed because of a ""system error."" When I spoke to customer service, apparently this was a big issue for Starbucks app on June 22. I saw on my bank account that Starbucks had charged me 4 times the amount I had requested. I called Starbucks. Worst customer service of my life. She told me I had to dispute it with my bank. I asked her for verification from them that the charges were voided - she wouldn't. I asked for a manager and after five minutes on hold she hung up on me. I am so disappointed. Now I am out four times the money with no benefit because their app failed. DO NOT USE THE APP!!!",['No Images']
